,Equity Name,Trade,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,Position Size,PNL,% PNL,Exit Type,Holding Period
151,TCS.NS,Long Closed,2023-07-17,3510.0,2023-11-03,3382.0,14.0,49140.0,-1792.0,-3.647,Exit Trigger,109 days
152,TCS.NS,Long Closed,2023-12-11,3622.9,2024-04-08,3983.0,13.0,47097.699,4681.3,9.94,Exit Trigger,119 days
153,INFY.NS,Long Closed,1996-02-08,0.85,1996-08-05,1.35,58850.0,49999.491,29425.0,58.851,Exit Trigger,179 days
154,INFY.NS,Long Closed,1996-10-25,1.33,1997-11-06,5.06,37647.0,49999.922,140423.31,280.847,Exit Trigger,377 days
155,INFY.NS,Long Closed,1998-03-02,5.58,1998-06-23,7.52,8957.0,49998.25,17376.58,34.754,Exit Trigger,113 days
156,INFY.NS,Long Closed,1998-07-17,10.33,1998-09-11,9.38,4839.0,49996.699,-4597.05,-9.195,Exit Trigger,56 days
157,INFY.NS,Long Closed,1998-11-16,9.34,1998-12-02,9.22,5355.0,49993.94,-642.6,-1.285,Exit Trigger,16 days
158,INFY.NS,Long Closed,1998-12-08,9.81,1999-04-15,20.82,5095.0,49994.688,56095.95,112.204,Exit Trigger,128 days
159,INFY.NS,Long Closed,1999-05-18,24.06,2000-04-10,153.37,2077.0,49977.812,268576.87,537.392,Exit Trigger,328 days
160,INFY.NS,Long Closed,2000-06-22,132.81,2000-08-02,103.5,376.0,49937.5,-11020.56,-22.069,Exit Trigger,41 days
161,INFY.NS,Long Closed,2000-09-04,131.25,2000-10-11,110.94,380.0,49875.0,-7717.8,-15.474,Exit Trigger,37 days
162,INFY.NS,Long Closed,2000-11-21,119.22,2000-12-22,98.36,419.0,49952.656,-8740.34,-17.497,Exit Trigger,31 days
163,INFY.NS,Long Closed,2001-02-08,100.86,2001-03-05,76.58,495.0,49925.391,-12018.6,-24.073,Exit Trigger,25 days
164,INFY.NS,Long Closed,2001-05-28,65.39,2001-06-25,53.3,764.0,49956.648,-9236.76,-18.49,Exit Trigger,28 days
165,INFY.NS,Long Closed,2001-08-06,60.39,2001-09-07,51.25,827.0,49943.047,-7558.78,-15.135,Exit Trigger,32 days
166,INFY.NS,Long Closed,2001-11-06,45.17,2002-02-01,61.74,1106.0,49960.094,18326.42,36.682,Exit Trigger,87 days
167,INFY.NS,Long Closed,2002-03-20,61.8,2002-04-10,56.56,809.0,49993.672,-4239.16,-8.479,Exit Trigger,21 days
168,INFY.NS,Long Closed,2002-08-28,53.12,2003-01-29,67.81,941.0,49990.625,13823.29,27.652,Exit Trigger,154 days
169,INFY.NS,Long Closed,2003-06-24,47.28,2004-02-13,83.88,1057.0,49976.281,38686.2,77.409,Exit Trigger,234 days
170,INFY.NS,Long Closed,2004-04-16,84.3,2004-05-19,78.28,593.0,49988.047,-3569.86,-7.141,Exit Trigger,33 days
171,INFY.NS,Long Closed,2004-06-18,81.25,2005-01-17,123.88,615.0,49968.75,26217.45,52.468,Exit Trigger,213 days
172,INFY.NS,Long Closed,2005-02-18,135.62,2005-04-19,120.88,368.0,49910.0,-5424.32,-10.868,Exit Trigger,60 days
173,INFY.NS,Long Closed,2005-05-31,138.44,2005-08-01,137.62,361.0,49975.938,-296.02,-0.592,Exit Trigger,62 days
174,INFY.NS,Long Closed,2005-08-30,144.31,2006-02-03,176.75,346.0,49932.125,11224.24,22.479,Exit Trigger,157 days
175,INFY.NS,Long Closed,2006-03-22,185.0,2006-05-31,185.62,270.0,49950.0,167.4,0.335,Exit Trigger,70 days
176,INFY.NS,Long Closed,2006-07-13,218.5,2007-03-09,266.29,228.0,49818.0,10896.12,21.872,Exit Trigger,239 days
177,INFY.NS,Long Closed,2007-07-27,250.12,2007-08-08,236.25,199.0,49774.875,-2760.13,-5.545,Exit Trigger,12 days
178,INFY.NS,Long Closed,2007-10-11,262.5,2007-11-08,214.84,190.0,49875.0,-9055.4,-18.156,Exit Trigger,28 days
179,INFY.NS,Long Closed,2008-01-04,218.43,2008-01-23,181.12,228.0,49800.901,-8506.68,-17.081,Exit Trigger,19 days
180,INFY.NS,Long Closed,2008-04-23,200.0,2008-07-07,222.5,250.0,50000.0,5625.0,11.25,Exit Trigger,75 days
181,INFY.NS,Long Closed,2008-09-01,218.75,2008-09-30,171.25,228.0,49875.0,-10830.0,-21.714,Exit Trigger,29 days
182,INFY.NS,Long Closed,2009-01-22,154.38,2009-03-13,156.18,323.0,49863.125,581.4,1.166,Exit Trigger,50 days
183,INFY.NS,Long Closed,2009-03-26,168.12,2009-11-05,278.27,297.0,49933.125,32714.55,65.517,Exit Trigger,224 days
184,INFY.NS,Long Closed,2009-11-19,295.98,2010-02-16,312.5,168.0,49724.852,2775.36,5.581,Exit Trigger,89 days
185,INFY.NS,Long Closed,2010-03-10,334.36,2010-05-17,329.38,149.0,49820.011,-742.02,-1.489,Exit Trigger,68 days
186,INFY.NS,Long Closed,2010-06-23,343.39,2010-09-01,339.23,145.0,49791.189,-603.2,-1.211,Exit Trigger,70 days
187,INFY.NS,Long Closed,2010-09-16,379.01,2010-11-18,373.62,131.0,49649.82,-706.09,-1.422,Exit Trigger,63 days
188,INFY.NS,Long Closed,2010-12-08,394.88,2011-02-07,384.36,126.0,49754.25,-1325.52,-2.664,Exit Trigger,61 days
189,INFY.NS,Long Closed,2011-04-07,407.74,2011-05-04,362.62,122.0,49743.974,-5504.64,-11.066,Exit Trigger,27 days
190,INFY.NS,Long Closed,2011-07-08,375.0,2011-08-01,347.51,133.0,49875.0,-3656.17,-7.331,Exit Trigger,24 days
191,INFY.NS,Long Closed,2011-10-12,324.38,2011-12-15,340.79,154.0,49953.75,2527.14,5.059,Exit Trigger,64 days
192,INFY.NS,Long Closed,2012-01-05,354.9,2012-02-02,342.51,140.0,49685.999,-1734.6,-3.491,Exit Trigger,28 days
193,INFY.NS,Long Closed,2012-02-21,366.25,2012-04-16,300.0,136.0,49810.0,-9010.0,-18.089,Exit Trigger,55 days
194,INFY.NS,Long Closed,2012-06-20,310.0,2012-07-19,275.0,161.0,49910.0,-5635.0,-11.29,Exit Trigger,29 days
195,INFY.NS,Long Closed,2012-09-03,295.75,2012-10-30,290.75,169.0,49981.75,-845.0,-1.691,Exit Trigger,57 days
196,INFY.NS,Long Closed,2013-01-16,347.62,2013-04-15,286.25,143.0,49710.375,-8775.91,-17.654,Exit Trigger,89 days
197,INFY.NS,Long Closed,2013-06-19,305.75,2014-03-24,409.02,163.0,49837.25,16833.01,33.776,Exit Trigger,278 days
198,INFY.NS,Long Closed,2014-06-30,402.5,2014-12-26,486.27,124.0,49910.0,10387.48,20.812,Exit Trigger,179 days
199,INFY.NS,Long Closed,2015-01-27,555.25,2015-04-06,544.75,90.0,49972.5,-945.0,-1.891,Exit Trigger,69 days
200,INFY.NS,Long Closed,2015-07-02,499.5,2015-07-08,489.5,100.0,49950.0,-1000.0,-2.002,Exit Trigger,6 days
201,INFY.NS,Long Closed,2015-07-28,534.25,2015-09-29,551.0,93.0,49685.25,1557.75,3.135,Exit Trigger,63 days
202,INFY.NS,Long Closed,2015-10-05,586.5,2015-11-24,525.0,85.0,49852.5,-5227.5,-10.486,Exit Trigger,50 days
203,INFY.NS,Long Closed,2016-01-12,531.0,2016-06-29,584.5,94.0,49914.0,5029.0,10.075,Exit Trigger,169 days
204,INFY.NS,Long Closed,2016-12-23,492.45,2017-01-30,468.75,101.0,49737.451,-2393.7,-4.813,Exit Trigger,38 days
205,INFY.NS,Long Closed,2017-03-02,512.2,2017-04-20,460.75,97.0,49683.401,-4990.65,-10.045,Exit Trigger,49 days
206,INFY.NS,Long Closed,2017-06-06,482.5,2017-07-03,470.55,103.0,49697.5,-1230.85,-2.477,Exit Trigger,27 days
207,INFY.NS,Long Closed,2017-07-25,495.0,2017-08-30,468.6,101.0,49995.0,-2666.4,-5.333,Exit Trigger,36 days
208,INFY.NS,Long Closed,2017-10-25,459.5,2018-04-18,561.42,108.0,49626.0,11007.36,22.181,Exit Trigger,175 days
209,INFY.NS,Long Closed,2018-05-08,588.95,2018-10-23,675.95,84.0,49471.801,7308.0,14.772,Exit Trigger,168 days
210,INFY.NS,Long Closed,2018-12-21,659.5,2019-03-19,712.8,75.0,49462.5,3997.5,8.082,Exit Trigger,88 days
211,INFY.NS,Long Closed,2019-04-15,724.7,2019-05-13,716.55,68.0,49279.601,-554.2,-1.125,Exit Trigger,28 days
212,INFY.NS,Long Closed,2019-06-20,737.8,2019-10-16,765.25,67.0,49432.599,1839.15,3.721,Exit Trigger,118 days
213,INFY.NS,Long Closed,2019-12-23,732.15,2020-03-13,592.0,68.0,49786.202,-9530.2,-19.142,Exit Trigger,81 days
214,INFY.NS,Long Closed,2020-05-13,694.8,2021-02-26,1269.0,71.0,49330.799,40768.2,82.642,Exit Trigger,289 days
215,INFY.NS,Long Closed,2021-03-16,1386.05,2021-05-14,1326.85,36.0,49897.802,-2131.2,-4.271,Exit Trigger,59 days
216,INFY.NS,Long Closed,2021-06-10,1424.0,2022-02-09,1735.0,35.0,49840.0,10885.0,21.84,Exit Trigger,244 days
217,INFY.NS,Long Closed,2022-03-23,1897.0,2022-04-26,1577.2,26.0,49322.0,-8314.8,-16.858,Exit Trigger,34 days
218,INFY.NS,Long Closed,2022-07-21,1517.0,2022-09-15,1475.0,32.0,48544.0,-1344.0,-2.769,Exit Trigger,56 days
219,INFY.NS,Long Closed,2022-11-01,1553.05,2022-12-30,1528.0,32.0,49697.602,-801.6,-1.613,Exit Trigger,59 days
220,INFY.NS,Long Closed,2023-02-10,1612.95,2023-03-14,1441.0,30.0,48388.499,-5158.5,-10.661,Exit Trigger,32 days
221,INFY.NS,Long Closed,2023-06-15,1293.95,2023-10-26,1355.05,38.0,49170.098,2321.8,4.722,Exit Trigger,133 days
222,INFY.NS,Long Closed,2023-12-07,1472.85,2024-03-20,1563.0,33.0,48604.049,2974.95,6.121,Exit Trigger,104 days
223,SBIN.NS,Long Closed,1996-02-05,21.09,1996-04-08,24.63,2371.0,49998.914,8393.34,16.787,Exit Trigger,63 days
224,SBIN.NS,Long Closed,1996-04-10,25.1,1996-06-05,28.31,1992.0,49994.527,6394.32,12.79,Exit Trigger,56 days
225,SBIN.NS,Long Closed,1996-06-18,29.06,1996-08-07,26.89,1720.0,49983.957,-3732.4,-7.467,Exit Trigger,50 days
226,SBIN.NS,Long Closed,1997-01-02,23.49,1997-04-15,26.04,2128.0,49994.525,5426.4,10.854,Exit Trigger,103 days
227,SBIN.NS,Long Closed,1997-05-08,28.84,1997-08-07,31.14,1733.0,49985.667,3985.9,7.974,Exit Trigger,91 days
228,SBIN.NS,Long Closed,1998-01-12,21.94,1998-05-18,23.93,2279.0,49994.102,4535.21,9.071,Exit Trigger,126 days
229,SBIN.NS,Long Closed,1998-08-07,19.06,1998-08-10,18.82,2623.0,49992.072,-629.52,-1.259,Exit Trigger,3 days
230,SBIN.NS,Long Closed,1998-09-28,20.02,1998-10-14,15.0,2497.0,49993.713,-12534.94,-25.073,Exit Trigger,16 days
231,SBIN.NS,Long Closed,1999-01-08,16.61,1999-02-15,14.65,3010.0,49983.959,-5899.6,-11.803,Exit Trigger,38 days
232,SBIN.NS,Long Closed,1999-03-11,19.81,1999-04-23,15.29,2523.0,49990.561,-11403.96,-22.812,Exit Trigger,43 days
233,SBIN.NS,Long Closed,1999-05-21,26.78,1999-08-13,22.83,1867.0,49992.884,-7374.65,-14.751,Exit Trigger,84 days
234,SBIN.NS,Long Closed,1999-10-21,24.34,1999-11-29,21.63,2053.0,49975.843,-5563.63,-11.133,Exit Trigger,39 days
235,SBIN.NS,Long Closed,2000-01-10,26.42,2000-03-06,20.26,1892.0,49983.959,-11654.72,-23.317,Exit Trigger,56 days
236,SBIN.NS,Long Closed,2000-05-03,18.59,2000-05-18,18.12,2690.0,49999.999,-1264.3,-2.529,Exit Trigger,15 days
237,SBIN.NS,Long Closed,2000-06-16,21.18,2000-08-03,19.23,2361.0,49999.663,-4603.95,-9.208,Exit Trigger,48 days
238,SBIN.NS,Long Closed,2000-11-28,16.71,2001-04-02,18.78,2993.0,49998.173,6195.51,12.391,Exit Trigger,125 days
239,SBIN.NS,Long Closed,2001-05-15,22.64,2001-06-19,20.1,2208.0,49999.058,-5608.32,-11.217,Exit Trigger,35 days
240,SBIN.NS,Long Closed,2001-10-29,17.79,2001-12-25,17.17,2811.0,49994.664,-1742.82,-3.486,Exit Trigger,57 days
241,SBIN.NS,Long Closed,2002-01-22,20.31,2002-03-28,21.41,2461.0,49981.153,2707.1,5.416,Exit Trigger,65 days
242,SBIN.NS,Long Closed,2002-04-25,22.46,2002-05-17,20.89,2226.0,49986.6,-3494.82,-6.992,Exit Trigger,22 days
243,SBIN.NS,Long Closed,2002-06-21,22.97,2002-08-01,22.08,2176.0,49993.016,-1936.64,-3.874,Exit Trigger,41 days
244,SBIN.NS,Long Closed,2002-09-10,22.01,2002-10-07,21.7,2271.0,49979.313,-704.01,-1.409,Exit Trigger,27 days
245,SBIN.NS,Long Closed,2002-11-06,22.87,2003-03-18,25.93,2186.0,49985.57,6689.16,13.382,Exit Trigger,132 days
246,SBIN.NS,Long Closed,2003-05-01,26.29,2003-12-02,44.53,1901.0,49979.587,34674.24,69.377,Exit Trigger,215 days
247,SBIN.NS,Long Closed,2003-12-25,48.01,2004-03-09,59.44,1041.0,49979.512,11898.63,23.807,Exit Trigger,75 days
248,SBIN.NS,Long Closed,2004-04-19,60.85,2004-05-21,47.55,821.0,49955.929,-10919.3,-21.858,Exit Trigger,32 days
249,SBIN.NS,Long Closed,2004-08-11,43.4,2004-11-05,45.58,1152.0,49999.056,2511.36,5.023,Exit Trigger,86 days
250,SBIN.NS,Long Closed,2004-11-17,47.74,2005-04-13,61.8,1047.0,49986.034,14720.82,29.45,Exit Trigger,147 days
251,SBIN.NS,Long Closed,2005-06-02,62.73,2005-11-09,78.97,797.0,49999.555,12943.28,25.887,Exit Trigger,160 days
252,SBIN.NS,Long Closed,2005-12-09,83.74,2006-02-06,80.77,597.0,49991.271,-1773.09,-3.547,Exit Trigger,59 days
253,SBIN.NS,Long Closed,2006-03-20,91.05,2006-05-10,92.23,549.0,49986.318,647.82,1.296,Exit Trigger,51 days
254,SBIN.NS,Long Closed,2006-08-09,78.41,2007-01-12,109.64,637.0,49944.995,19893.51,39.831,Exit Trigger,156 days
255,SBIN.NS,Long Closed,2007-04-30,102.94,2007-09-06,149.83,485.0,49924.991,22741.65,45.552,Exit Trigger,129 days
256,SBIN.NS,Long Closed,2007-09-19,163.7,2008-02-07,220.0,305.0,49928.764,17171.5,34.392,Exit Trigger,141 days
257,SBIN.NS,Long Closed,2008-05-20,170.0,2008-05-29,152.22,294.0,49980.0,-5227.32,-10.459,Exit Trigger,9 days
258,SBIN.NS,Long Closed,2008-08-04,149.87,2008-10-17,155.9,333.0,49905.047,2007.99,4.024,Exit Trigger,74 days
259,SBIN.NS,Long Closed,2009-01-02,131.5,2009-02-03,106.62,380.0,49970.0,-9454.4,-18.92,Exit Trigger,32 days
260,SBIN.NS,Long Closed,2009-04-16,130.5,2009-07-21,172.2,383.0,49981.5,15971.1,31.954,Exit Trigger,96 days
261,SBIN.NS,Long Closed,2009-08-11,171.6,2009-12-21,214.9,291.0,49935.602,12600.3,25.233,Exit Trigger,132 days
262,SBIN.NS,Long Closed,2010-03-29,207.5,2010-11-24,295.55,240.0,49800.0,21132.0,42.434,Exit Trigger,240 days
263,SBIN.NS,Long Closed,2011-03-04,270.8,2011-03-23,261.79,184.0,49827.198,-1657.84,-3.327,Exit Trigger,19 days
264,SBIN.NS,Long Closed,2011-03-29,274.18,2011-05-19,236.44,182.0,49900.759,-6868.68,-13.765,Exit Trigger,51 days
265,SBIN.NS,Long Closed,2011-07-18,247.34,2011-08-18,218.4,202.0,49962.679,-5845.88,-11.7,Exit Trigger,31 days
266,SBIN.NS,Long Closed,2012-01-25,205.52,2012-04-11,212.51,243.0,49942.574,1698.57,3.401,Exit Trigger,77 days
267,SBIN.NS,Long Closed,2012-06-18,221.6,2012-08-03,199.1,225.0,49860.001,-5062.5,-10.153,Exit Trigger,46 days
268,SBIN.NS,Long Closed,2012-09-28,226.94,2012-11-23,211.0,220.0,49926.801,-3506.8,-7.024,Exit Trigger,56 days
269,SBIN.NS,Long Closed,2012-12-19,238.5,2013-02-15,220.7,209.0,49846.5,-3720.2,-7.463,Exit Trigger,58 days
270,SBIN.NS,Long Closed,2013-05-03,228.5,2013-06-12,202.9,218.0,49813.0,-5580.8,-11.204,Exit Trigger,40 days
271,SBIN.NS,Long Closed,2013-10-03,164.3,2014-01-07,169.29,304.0,49947.201,1516.96,3.037,Exit Trigger,96 days
272,SBIN.NS,Long Closed,2014-03-20,170.6,2014-07-23,254.2,293.0,49985.802,24494.8,49.004,Exit Trigger,125 days
273,SBIN.NS,Long Closed,2014-09-16,262.9,2014-10-20,257.7,190.0,49950.999,-988.0,-1.978,Exit Trigger,34 days
274,SBIN.NS,Long Closed,2014-10-31,265.2,2015-02-13,288.0,188.0,49857.602,4286.4,8.597,Exit Trigger,105 days
275,SBIN.NS,Long Closed,2015-05-29,278.65,2015-06-11,262.25,179.0,49878.349,-2935.6,-5.886,Exit Trigger,13 days
276,SBIN.NS,Long Closed,2015-07-27,263.2,2015-09-02,242.65,189.0,49744.802,-3883.95,-7.808,Exit Trigger,37 days
277,SBIN.NS,Long Closed,2015-10-29,241.5,2015-11-27,243.0,207.0,49990.5,310.5,0.621,Exit Trigger,29 days
278,SBIN.NS,Long Closed,2015-12-09,235.4,2015-12-10,236.0,212.0,49904.799,127.2,0.255,Exit Trigger,1 days
279,SBIN.NS,Long Closed,2016-03-23,196.9,2016-05-19,181.0,253.0,49815.698,-4022.7,-8.075,Exit Trigger,57 days
280,SBIN.NS,Long Closed,2016-06-13,201.5,2016-11-10,267.0,248.0,49972.0,16244.0,32.506,Exit Trigger,150 days
281,SBIN.NS,Long Closed,2016-11-11,278.75,2016-12-19,263.35,179.0,49896.25,-2756.6,-5.525,Exit Trigger,38 days
282,SBIN.NS,Long Closed,2017-02-03,273.0,2017-06-14,285.9,183.0,49959.0,2360.7,4.725,Exit Trigger,131 days
283,SBIN.NS,Long Closed,2017-07-31,299.4,2017-09-01,277.65,167.0,49999.799,-3632.25,-7.265,Exit Trigger,32 days
284,SBIN.NS,Long Closed,2017-11-02,320.0,2018-01-01,310.6,156.0,49920.0,-1466.4,-2.938,Exit Trigger,60 days
285,SBIN.NS,Long Closed,2018-05-28,267.4,2018-07-17,250.7,186.0,49736.399,-3106.2,-6.245,Exit Trigger,50 days
286,SBIN.NS,Long Closed,2018-08-03,294.6,2018-09-27,264.5,169.0,49787.401,-5086.9,-10.217,Exit Trigger,55 days
287,SBIN.NS,Long Closed,2018-11-20,285.9,2019-02-08,285.6,174.0,49746.599,-52.2,-0.105,Exit Trigger,80 days
288,SBIN.NS,Long Closed,2019-03-27,305.25,2019-08-02,315.55,163.0,49755.75,1678.9,3.374,Exit Trigger,128 days
289,SBIN.NS,Long Closed,2019-11-07,318.25,2020-01-21,313.8,157.0,49965.25,-698.65,-1.398,Exit Trigger,75 days
290,SBIN.NS,Long Closed,2020-06-24,194.8,2020-09-30,185.05,256.0,49868.801,-2496.0,-5.005,Exit Trigger,98 days
291,SBIN.NS,Long Closed,2020-11-06,219.0,2021-04-08,361.0,228.0,49932.0,32376.0,64.84,Exit Trigger,153 days
292,SBIN.NS,Long Closed,2021-05-24,417.0,2021-09-01,427.5,119.0,49623.0,1249.5,2.518,Exit Trigger,100 days
293,SBIN.NS,Long Closed,2021-09-21,440.15,2021-12-09,492.3,113.0,49736.949,5892.95,11.848,Exit Trigger,79 days
294,SBIN.NS,Long Closed,2022-01-20,516.0,2022-03-09,442.0,96.0,49536.0,-7104.0,-14.341,Exit Trigger,48 days
295,SBIN.NS,Long Closed,2022-04-18,512.0,2022-05-17,458.3,97.0,49664.0,-5208.9,-10.488,Exit Trigger,29 days
296,SBIN.NS,Long Closed,2022-07-14,486.6,2022-10-21,557.25,102.0,49633.201,7206.3,14.519,Exit Trigger,99 days
297,SBIN.NS,Long Closed,2022-10-28,579.95,2023-01-12,597.9,86.0,49875.701,1543.7,3.095,Exit Trigger,76 days
298,SBIN.NS,Long Closed,2023-04-28,567.8,2023-07-03,574.5,88.0,49966.399,589.6,1.18,Exit Trigger,66 days
299,SBIN.NS,Long Closed,2023-07-20,601.4,2023-08-25,573.8,83.0,49916.202,-2290.8,-4.589,Exit Trigger,36 days
300,SBIN.NS,Long Closed,2023-09-29,592.85,2023-10-27,550.0,84.0,49799.398,-3599.4,-7.228,Exit Trigger,28 days
301,HDFCBANK.NS,Long Closed,1996-02-16,3.68,1996-03-28,3.1,13568.0,49998.079,-7869.44,-15.739,Exit Trigger,41 days
302,HDFCBANK.NS,Long Closed,1996-04-17,3.38,1996-05-31,3.41,14814.0,49997.25,444.42,0.889,Exit Trigger,44 days
303,HDFCBANK.NS,Long Closed,1996-06-20,3.75,1996-08-07,3.7,13333.0,49998.75,-666.65,-1.333,Exit Trigger,48 days
304,HDFCBANK.NS,Long Closed,1996-09-18,3.72,1996-10-11,3.55,13422.0,49996.949,-2281.74,-4.564,Exit Trigger,23 days
